Latitude,Longitude ,FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Date_Loan_Closing, Loan_Amount ,Total_Development_Cost,Loan_to_Cost,Tax_Credit_Indicator,Colonias_Tribal_Indicator,EZ/EC_Indicator,Population_Obligation,Median_Household_Income_Obligation,Project_Size,Project_Type,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Br3 Unit Average Contract Rent,Br4 Unit Average Contract Rent,Br5 Unit Average Contract Rent,Construction_Type
40.640639,-79.138704,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","HICKORY MEADOW, L.L.C.",HICKORY MEADOW,100 BIRATH LANE, , ,INDIANA,PA,157011475,8/31/06 0:00,"$1,750,000",6123995,0.29,Y,N,N,14895,21279,51,FAMILY,8,17,22,4,0,385,465,530,590,0,NEW CONSTRUCTION
40.477678,-78.73545,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","CROSSROADS MEADOW, LLC",CROSSROADS MEADOW,112 MCCONAHY WAY, , ,EBENSBURG,PA,159311877,10/27/06 0:00,"$1,700,000",5538657,0.31,Y,N,N,3091,32628,51,FAMILY,20,20,11,0,0,430,495,565,0,0,NEW CONSTRUCTION
26.548679,-98.715233,2014,BONNEVILLE MORTGAGE COMPANY,"CLDC RGC, LP.",LA ESPERANZA DEL RIO,315 BUTTERFLY GARDEN DRIVE, , ,RIO GRANDE CITY,TX,785820000,10/1/14 0:00,"$1,442,882",7394165,0.2,Y,N,N,13834,24653,60,FAMILY,16,26,18,0,0,503,517,682,0,0,NEW CONSTRUCTION
32.948205,-95.278857,2015,LANCASTER POLLARD MORTGAGE COMPANY,"BAH MADISON OAKS APARTMENTS, LTD.",MADISON OAKS APARTMENTS,1015 GILMER ROAD, , ,WINNSBORO,TX,754940000,10/13/15 0:00,"$1,500,000",7635055,0.2,Y,N,N,3154,31385,60,FAMILY,16,32,12,0,0,402,479,532,0,0,NEW CONSTRUCTION
40.904598,-97.117264,1999,FIRST NATIONAL BANK OF OMAHA,SEWARD HOUSING PARTNERS LLC,24PLEX (1&2 BEDROOMS),2055 MEADOWLANE, , ,SEWARD,NE,684340000,7/18/00 0:00,"$913,544",1619888,0.56,Y,N,N,10000,20000,24,FAMILY,12,12,0,0,0,400,500,0,0,0,NEW CONSTRUCTION
34.463112,-110.107574,2005,BONNEVILLE MORTGAGE COMPANY,"TAYLOR PARK MEADOWS ASSOCIATES, AZ L P",PARK MEADOWS APARTMENTS,180 S HIGHLAND DRIVE, , ,TAYLOR,AZ,859390000,10/15/09 0:00,"$650,000",5384797,0.12,Y,N,Y,3750,28569,42,FAMILY,0,12,30,0,0,0,370,427,0,0,NEW CONSTRUCTION
34.463112,-110.107574,2007,BONNEVILLE MORTGAGE COMPANY,"TAYLOR PARK MEADOWS ASSOCIATES, AZ L P",PARK MEADOWS APARTMENTS,180 S HIGHLAND DRIVE, , ,TAYLOR,AZ,859390000,10/15/09 0:00,"$185,000",5384797,0.03,Y,N,Y,3750,28569,42,FAMILY,0,12,30,0,0,0,370,427,0,0,NEW CONSTRUCTION
35.088943,-94.628986,2007,LANCASTER POLLARD MORTGAGE COMPANY,"RURAL HOUSING OF POTEAU, L.P.",GARDEN WALK OF POTEAU,1003 TARBY LANE, , ,POTEAU,OK,337130000,9/30/11 0:00,"$409,179",6239836,0.07,Y,N,N,11058,30332,84,,44,32,8,0,0,400,430,470,0,0,REHAB/REPAIR
36.901291,-111.483353,2009,BONNEVILLE MORTGAGE COMPANY,"WHISPERING SANDS APARTMENTS, LLC",WHISPERING SANDS,300 SANDHILL ROAD, , ,PAGE,AZ,860400000,7/9/10 0:00,"$1,057,271",8156059,0.13,Y,N,N,6809,46935,48,FAMILY,10,32,6,0,0,508,610,704,0,0,NEW CONSTRUCTION
36.901291,-111.483353,2012,BONNEVILLE MORTGAGE COMPANY,"WHISPERING SANDS APARTMENTS, LLC",WHISPERING SANDS,300 SANDHILL ROAD, , ,PAGE,AZ,860400000,12/13/12 0:00,"$332,500",8156059,0.04,Y,N,N,6809,46935,48,FAMILY,10,32,6,0,0,508,610,704,0,0,NEW CONSTRUCTION
35.191879,-114.465393,2007,BONNEVILLE MORTGAGE COMPANY,"KATHERINE HEIGHTS TOWNHOMES, II",KATHERINE HEIGHTS TOWNHOMES II,1152 KATHERINE MINE ROAD, , ,BULLHEAD CITY,AZ,864290000,9/28/07 0:00,"$1,807,000",11587435,0.16,Y,N,N,30221,31521,54,,0,0,54,0,0,0,0,601,0,0,NEW CONSTRUCTION
40.832886,-115.746758,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",ELKO PACIFIC ASSOCIATES,QUAIL RUN AT RIVERS EDGE,610 S. 12TH STREET, , ,ELKO,NV,898010000,1/26/06 0:00,"$2,400,000",7681389,0.31,Y,N,N,16708,48608,60,FAMILY,0,20,40,0,0,0,608,691,0,0,NEW CONSTRUCTION
34.597206,-112.32711,2006,LANCASTER POLLARD MORTGAGE COMPANY,VALLEY VIEW II/PRESCOTT VALLEY LP,VALLEY VIEW II APARTMENTS,3701 N WINDSONG DRIVE, , ,PRESCOTT VALLEY,AZ,863140000,2/28/08 0:00,"$940,000",8504000,0.11,Y,N,N,23535,46401,72,FAMILY,15,25,32,0,0,338,457,517,0,0,NEW CONSTRUCTION
35.860168,-97.437508,2007,LANCASTER POLLARD MORTGAGE COMPANY,"COTTAGE PARK LP3, LLC",COTTAGE PARK APARTMENTS,700 COTTAGE PARK CIRCLE, , ,GUTHRIE,OK,730440000,4/17/12 0:00,"$1,385,500",4965268,0.28,Y,N,N,9925,30460,38,,18,20,0,0,0,405,638,0,0,0,NEW CONSTRUCTION
36.724449,-110.25647,2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA VI,48 TEEH IN DEEH, , ,KAYENTA,AZ,0,1/13/03 0:00,"$205,146",3033336,0.07,N,Y,N,5353,28800,21,FAMILY,0,0,11,10,0,0,0,515,650,0,NEW CONSTRUCTION
36.364607,-96.015328,2010,"BANK OF OKLAHOMA, N.A.","SKIATOOK RETIREMENT COMMUNITY,L.P.","SKIATOOK SENIOR, LIMITED PARTN",1504 W 5TH, , ,SKIATOOK,OK,740700000,10/2/10 0:00,"$17,878",3551968,0.01,Y,N,N,5396,32946,48,,47,1,0,0,0,450,520,0,0,0,REHAB/REPAIR
36.364607,-96.015328,2008,"BANK OF OKLAHOMA, N.A.","SKIATOOK RETIREMENT COMMUNITY,L.P.","SKIATOOK SENIOR, LIMITED PARTN",1504 W 5TH, , ,SKIATOOK,OK,740700000,10/2/10 0:00,"$449,499",3551968,0.13,Y,N,N,5396,32946,48,,47,1,0,0,0,450,520,0,0,0,REHAB/REPAIR
39.091301,-119.776864,2007,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.",DOUGLAS PACIFIC ASSOCIATES,SUMMIT CREST APARTMENTS,921 MICA DRIVE, , ,CARSON CITY,NV,897050000,9/30/08 0:00,"$900,000",5863452,0.15,Y,N,N,4407,58162,28,FAMILY,0,8,20,0,0,0,771,973,0,0,NEW CONSTRUCTION
36.451908,-95.711891,2007,LANCASTER POLLARD MORTGAGE COMPANY,"RURAL HOUSING OF OOLOGAH, L.P.",GARDEN WALK OF OOLOGAH,6600 EAST 390 RD #57, , ,OOLOGAH,OK,337130000,9/14/12 0:00,"$600,641",4467196,0.13,Y,N,N,3010,45047,56,,16,32,8,0,0,400,506,598,0,0,REHAB/REPAIR
34.768553,-83.066901,2008,"GREYSTONE SERVICING CORPORATION, INC.",NEW AUTUMNWOOD VILLAGE APARTMENTS LLC,AUTUMNWOOD VILLAGE APARTMENTS,120 AUTUMNWOOD LANE, , ,WALHALLA,SC,296910000,3/1/10 0:00,"$780,000",2371211,0.33,Y,N,N,3704,51800,32,SENIOR,32,0,0,0,0,450,0,0,0,0,REHAB/REPAIR
46.878744,-102.77917,2014,BONNEVILLE MORTGAGE COMPANY,MDI LIMITED PARTNERSHIP #112,"VILLARD TERRACE, ETC.",22 4TH AVE. E., , ,DICKINSON,ND,586010000,1/28/15 0:00,"$3,748,280",9781025,0.38,Y,N,N,17787,53411,134,MIXED,103,31,0,0,0,690,838,0,0,0,REHAB/REPAIR
33.402683,-79.920356,2014,"GREYSTONE SERVICING CORPORATION, INC.",NEW MARION MANOR APARTMENTS LLC,MARION MANOR APARTMENTS,131 HOTEL ST., , ,ST. STEVENS,SC,294790000,12/10/14 0:00,"$805,000",1465469,0.55,Y,N,N,1697,63000,28,SENIOR,28,0,0,0,0,537,0,0,0,0,REHAB/REPAIR
34.787054,-96.687005,2008,LANCASTER POLLARD MORTGAGE COMPANY,"ADA HEIGHTS, LIMITED PARTNERSHIP",ADA HEIGHTS APARTMENTS,701 W. COTTAGE ST, , ,ADA,OK,648010000,11/30/11 0:00,"$410,000",4880188,0.08,Y,N,N,15691,31805,56,,16,36,4,0,0,424,499,584,0,0,NEW CONSTRUCTION
48.168958,-103.656482,2010,LANCASTER POLLARD MORTGAGE COMPANY,WILLISTON SENIOR APARTMENT HOMES,WILLISTON SENIOR APT HOMES,2610 24TH AVE. W., , ,WILLISTON,ND,588010000,1/23/12 0:00,"$1,100,000",5064482,0.22,Y,N,N,12512,45096,40,FAMILY,12,28,0,0,0,541,646,0,0,0,NEW CONSTRUCTION
46.883022,-102.763522,2013,LANCASTER POLLARD MORTGAGE COMPANY,DICKINSON LINCOLN PARK APARTMENTS LLC,LINCOLN PARK TOWNHOMES,1199 LINCOLN ST., , ,DICKINSON,ND,586010000,3/6/14 0:00,"$1,535,000",7284871,0.21,Y,N,N,17787,41527,40,FAMILY,0,24,16,0,0,0,777,897,0,0,NEW CONSTRUCTION
44.269738,-105.543718,2010,BONNEVILLE MORTGAGE COMPANY,"WINDRIDGE APARTMENTS, L.P.",WINDRIDGE APARTMENTS,2675 LEDOUX AVE, , ,GILLETTE,WY,827180000,12/6/11 0:00,"$1,011,017",7466043,0.14,Y,N,N,19646,49536,47,FAMILY,0,23,24,0,0,0,544,652,0,0,NEW CONSTRUCTION
41.613553,-93.877338,2012,BONNEVILLE MORTGAGE COMPANY,"CANDLERIDGE VII, LLC",CANDLERIDGE APTS.,200 W. LAUREL ST., , ,WAUKEE,IA,502630000,1/29/13 0:00,"$5,250,000",9729474,0.54,N,N,N,13790,45612,154,SENIOR,154,0,0,0,0,548,0,0,0,0,REHAB/REPAIR
30.501671,-87.890747,2007,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","SHELLBROOKE POINTE APARTMENTS, LTD.",SHELLBROOKE POINTE APARTMENTS,7684 TWIN BEACH ROAD, , ,FAIRHOPE,AL,365320000,2/27/07 0:00,"$2,445,000",11452414,0.21,Y,N,N,12480,42913,96,FAMILY,16,56,24,0,0,450,530,630,0,0,NEW CONSTRUCTION
35.191879,-114.465393,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","KATHERINE HEIGHTS VILLAS, LLC",KATHERINE HEIGHTS VILLAS,1152 KATHERINE MINE ROAD, , ,BULLHEAD CITY,AZ,864290000,9/27/06 0:00,"$1,581,330",5869151,0.27,Y,N,N,33769,30221,40,SENIOR,0,40,0,0,0,0,515.5,0,0,0,NEW CONSTRUCTION
35.8909,-97.423825,2004,LANCASTER POLLARD MORTGAGE COMPANY,"PLEASANT HILL APARTMENTS, L.P.",PLEASANT HILL APARTMENTS,207 EAST PLEASANT HILL, , ,GUTHRIE,OK,730440000,10/19/04 0:00,"$2,400,000",5630050,0.43,Y,N,N,9925,30460,60,FAMILY,0,44,16,0,0,0,535,625,0,0,NEW CONSTRUCTION
34.923523,-114.12957,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","KATHERINE HEIGHTS TOWNHOMES, LLC",KATHERINE HEIGHTS TOWNHOMES,1152 KATHERINE MINE ROAD, , ,BULHEAD CITY,AZ,864420000,9/27/06 0:00,"$1,954,991",9963462,0.2,Y,N,N,33769,30221,60,FAMILY,0,0,60,0,0,0,0,577,0,0,NEW CONSTRUCTION
35.456642,-93.487961,2007,BONNEVILLE MORTGAGE COMPANY,"MEADOWVIEW ESTATES, L.P.",MEADOWVIEW ESTATES,1801 SAGEWOOD DRIVE, , ,CLARKSVILLE,AR,728300000,9/14/12 0:00,"$1,015,000",5570113,0.18,Y,N,N,7719,24548,40,FAMILY,0,0,40,0,0,0,0,523,0,0,NEW CONSTRUCTION
36.68663,-110.266495,2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA VII,48 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,2/27/03 0:00,"$147,177",3375000,0.04,N,Y,Y,5176,25850,25,FAMILY,0,0,13,12,0,0,0,453,503,0,NEW CONSTRUCTION
35.07262,-96.401321,2006,"BANK OF OKLAHOMA, N.A.","HOLDENVILLE OAKRIDGE COMMUNITY, LLC",HOLDENVILLE OAKRIDGE COMMUNITY,102 RIVER OAKS, , ,HOLDENVILLE,OK,748480000,3/3/08 0:00,"$525,000",5411850,0.1,Y,N,N,4732,26277,34,FAMILY,0,0,34,0,0,0,0,420,0,0,NEW CONSTRUCTION
41.725483,-84.22641,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","WHITMAN CROSSING, LLC",WHITMAN CROSSING,10750 WEST COOMER STREET, , ,MORENCI,MI,492570000,10/27/06 0:00,"$900,000",3845543,0.23,Y,N,N,2398,40050,24,FAMILY,4,12,8,0,0,614,695,750,0,0,NEW CONSTRUCTION
36.68663,-110.266495,2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA VI,30 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,3/1/08 0:00,"$718,242",3033336,0.24,N,Y,N,5176,25850,21,FAMILY,0,0,11,10,0,0,0,515,650,0,NEW CONSTRUCTION
35.944782,-91.55354,2003,FIRST SECURITY BANK,"CURIA CREEK APARTMENTS II, AN AR. L.P.",CURIA CREEK APARATMENTS II,CURIA CREEK LANE, , ,CAVE CITY,AR,725210000,12/18/05 0:00,"$557,000",1450000,0.38,Y,N,Y,1946,33000,20,FAMILY,0,4,16,0,0,0,488,488,0,0,NEW CONSTRUCTION
34.785325,-96.649997,2007,LANCASTER POLLARD MORTGAGE COMPANY,ADA SQUARE LIMITED PARTNERSHIP,ADA SQUARE APARTMENTS,2001 B STREET, , ,ADA,OK,748200000,12/17/10 0:00,"$900,000",3071848,0.29,Y,N,N,14765,22977,56,,24,32,0,0,0,395,485,0,0,0,REHAB/REPAIR
35.493745,-94.228287,2006,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","ALMA GARDENS, LIMITED PARTNERSHIP",ALMA GARDENS,210 MARLIN DRIVE, , ,ALMA,AR,729210000,10/27/06 0:00,"$1,780,000",4267616,0.42,Y,N,N,4160,28906,56,FAMILY,0,24,32,0,0,0,475,575,0,0,NEW CONSTRUCTION
34.511478,-110.116173,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","FAIRWAY MANOR, LP",FAIRWAY MANOR,2225 LYON GATE DRIVE, , ,SNOWFLAKE,AZ,859370000,12/20/06 0:00,"$668,930",6479496,0.1,Y,N,N,4460,37439,60,FAMILY,0,30,30,0,0,0,366,420.33,0,0,NEW CONSTRUCTION
35.328995,-96.922569,2009,"BANK OF OKLAHOMA, N.A.","ALDRIDGE HOUSING ASSOCIATES, LP",THE ALDRIDGE - SHAWNEE,20 E 9TH STREET, , ,SHAWNEE,OK,748020000,11/12/09 0:00,"$1,840,000",10271933,0.18,Y,N,N,20000,32475,61,,44,17,0,0,0,475,675,0,0,0,REHAB/REPAIR
48.110237,-98.860501,2014,BONNEVILLE MORTGAGE COMPANY,MDI LIMITED PARTNERSHIP #112,"GREAT NORTHERN, ETC.",223 4TH AVE., , ,DEVILS LAKE,ND,583010000,1/28/15 0:00,"$1,390,239",8405075,0.17,Y,N,N,7141,41792,114,MIXED,102,12,0,0,0,640,775,0,0,0,REHAB/REPAIR
36.68663,-110.266495,2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA V,30 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,3/1/08 0:00,"$1,171,165",8176000,0.14,N,Y,N,5176,25850,56,FAMILY,0,0,28,28,0,0,0,450,650,0,NEW CONSTRUCTION
36.68663,-110.266495,2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA V,48 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,2/20/02 0:00,"$334,552",8176000,0.04,N,Y,N,5176,25850,56,FAMILY,0,0,28,28,0,0,0,450,650,0,NEW CONSTRUCTION
26.280285,-98.290359,2015,BONNEVILLE MORTGAGE COMPANY,"CLDC ALTON, LP.",LA ESPERANZA DE ALTON,320 SOUTH STEWARD BLVD., , ,ALTON,TX,785730000,3/27/15 0:00,"$2,256,468",10178654,0.22,Y,N,N,12341,35000,80,FAMILY,16,40,24,0,0,437,507,574,0,0,NEW CONSTRUCTION
37.760639,-120.866562,2014,BONNEVILLE MORTGAGE COMPANY,"NORTH LEE AVENUE ASSOCIATES, LP",GARDEN APARTMENTS,40 N. LEE STREET, , ,OAKDALE,CA,953610000,6/30/14 0:00,"$156,384",4919307,0.03,Y,N,N,15503,40101,42,SENIOR,32,10,0,0,0,343,412,0,0,0,REHAB/REPAIR
37.760639,-120.866562,2013,BONNEVILLE MORTGAGE COMPANY,"NORTH LEE AVENUE ASSOCIATES, LP",GARDEN APARTMENTS,40 N. LEE STREET, , ,OAKDALE,CA,953610000,6/30/14 0:00,"$554,996",4919307,0.11,Y,N,N,15503,40101,42,SENIOR,32,10,0,0,0,343,412,0,0,0,REHAB/REPAIR
36.68663,-110.266495,2000,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA III,30 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,3/1/08 0:00,"$2,093,909",13500000,0.16,N,Y,Y,5176,25850,100,FAMILY,0,0,75,25,0,0,0,450,650,0,NEW CONSTRUCTION
34.484422,-81.875963,2014,"GREYSTONE SERVICING CORPORATION, INC.",NEW WESTCHASE APARTMENTS LLC,WESTCHASE APARTMENTS,590 PHILLIPS ST., , ,CLINTON,SC,293250000,12/10/14 0:00,"$2,155,000",3834923,0.56,Y,N,N,8490,49300,85,FAMILY,8,33,34,10,0,440,565,640,674,0,REHAB/REPAIR
35.052086,-82.1008,2008,"GREYSTONE SERVICING CORPORATION, INC.",NEW POPLAR CREEK APARTMENTS LLC,POPLAR CREEK APARTMENTS,259 N. MAIN STREET, , ,INMAN,SC,293490000,3/1/10 0:00,"$695,000",2373592,0.29,Y,N,N,1935,54000,30,FAMILY,4,26,0,0,0,445,490,0,0,0,REHAB/REPAIR
36.26149,-94.140007,2009,LANCASTER POLLARD MORTGAGE COMPANY,"PARK SIDE PATIO HOMES OF LOWELL, LLC",PARK SIDE PATIO HOMES OF LOWEL,72 W ROBINSON, , ,LOWELL,AR,727450000,6/9/15 0:00,"$1,518,000",2200000,0.69,N,N,N,5013,48063,28,SENIOR,0,0,28,0,0,0,0,600,0,0,NEW CONSTRUCTION
32.747887,-111.564552,2005,"PNC MORTGAGE, A DIV. OF PNC BANK, N.A.","VILLAS DE SONORA SENIOR HOUSING, LP",VILLAS DE SONORA APARTMENTS,507 W ALSDORF ROAD, , ,ELOY,AZ,852310000,4/21/06 0:00,"$401,367",4893109,0.08,Y,N,N,10375,26518,36,,29,7,0,0,0,260,549,0,0,0,NEW CONSTRUCTION
33.376026,-111.96653,2007,BONNEVILLE MORTGAGE COMPANY,NUESTRA SENORA L.P.,NUESTRA SENORA,5420 E CALLE CERRITOS, , ,GUADALUPE,AZ,852830000,12/19/07 0:00,"$1,500,000",10494451,0.14,Y,N,N,5228,30089,72,FAMILY,8,32,32,0,0,519,610,685,0,0,NEW CONSTRUCTION
36.68663,-110.266495,2000,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA III,48 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,2/8/01 0:00,"$598,193",13500000,0.04,N,N,Y,5176,25850,100,FAMILY,0,0,75,25,0,0,0,450,650,0,NEW CONSTRUCTION
48.149054,-103.611382,2009,BONNEVILLE MORTGAGE COMPANY,"WATERS EDGE, LLC",WATERS EDGE,705 5TH ST. E., , ,WILLISTON,ND,588020000,6/6/11 0:00,"$1,765,000",7111674,0.25,Y,N,N,12512,31491,51,FAMILY,0,24,18,9,0,0,406,692,766,0,OTHER
36.68663,-110.266495,2002,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,KAYENTA VII,30 TEEH IN DEEH, , ,KAYENTA,AZ,860330000,3/1/08 0:00,"$515,350",3375500,0.15,N,Y,Y,5176,25850,25,FAMILY,0,0,13,12,0,0,0,453,503,0,NEW CONSTRUCTION
34.945205,-92.021213,1999,FIRST SECURITY BANK,CABOT SENIOR CITIZEN/FAMILY APTS.,59-UNIT GARDEN APTS.,8 SHANE DRIVE, , ,CABOT,AR,720230000,5/3/02 0:00,"$1,569,000",3693200,0.42,Y,N,N,10000,20000,59,SENIOR,0,59,0,0,0,0,500,0,0,0,OTHER
35.771332,-109.195717,1999,ALLIED HOME MORTGAGE CAPITAL CORPORATION,FORT DEFIANCE HOUSING CORP.,RIO PUERCO ACRES,259 PINEY HILL BLVD, , ,FORT DEFIANCE,AZ,865040000,12/14/00 0:00,"$3,714,049",14805572,0.25,N,Y,N,10000,15000,66,FAMILY,0,0,66,0,0,0,0,500,0,0,NEW CONSTRUCTION
32.442184,-91.791397,2009,BONNEVILLE MORTGAGE COMPANY,"PLUMTREE ESTATES, L.P.",PLUM TREE ESTATES APARTMENTS,9 PLUM TREE DRIVE, , ,RAYVILLE,LA,712690000,9/20/11 0:00,"$1,068,301",5628894,0.19,Y,N,N,4234,23668,40,FAMILY,0,0,31,9,0,0,0,518,584,0,NEW CONSTRUCTION
37.169685,-94.827843,2014,BELLWETHER ENTERPRISE REAL ESTATE,"COLUMBUS PROPERTIES, L.P.",APPLE GLEN APARTMENTS,1200 E MAPLE, , ,COLUMBUS,KS,667250000,4/1/14 0:00,"$500,000",2471703,0.2,Y,N,N,3250,38151,24,FAMILY,4,14,6,0,0,425,500,570,0,0,REHAB/REPAIR
38.61525,-94.663918,2010,BONNEVILLE MORTGAGE COMPANY,"LOUISBURG HOUSING, L.P.",WEA CREEK,888 AUTUMN PL, , ,LOUISBURG,KS,660530000,1/31/11 0:00,"$2,072,108",5567137,0.37,Y,N,N,2576,46665,48,SENIOR,8,40,0,0,0,490,570,0,0,0,NEW CONSTRUCTION
31.171671,-91.960915,2012,BONNEVILLE MORTGAGE COMPANY,"RICHARDSON PLACE II, LIMITED PARTNERSHIP",RICHARDSON PLACE II,238 SETH DAVIS DRIVE, , ,MARKSVILLE,LA,713510000,4/8/13 0:00,"$400,000",4023750,0.1,Y,N,N,5537,23851,20,FAMILY,0,0,16,4,0,0,0,486,545,0,NEW CONSTRUCTION
37.602824,-99.29278,2008,LYONS FEDERAL BANK,OAKVIEW TOWNHOMES LLC,OAKVIEW TOWNHOMES,408 SOUTH MAIN STREET, , ,GREENSBURG,KS,670540000,1/7/09 0:00,"$1,096,000",1896000,0.58,N,N,N,1574,49500,16,FAMILY,0,8,8,0,0,0,631,731,0,0,NEW CONSTRUCTION
37.034458,-95.655278,2007,BONNEVILLE MORTGAGE COMPANY,"COFFEYVILLE GARDEN APARTMENTS, LLC",COFFEYVILLE GARDENS,1099 HIGHLAND ROAD, , ,COFFEYVILLE,KS,673370000,4/5/12 0:00,"$945,000",2243000,0.42,Y,N,N,11021,25542,60,FAMILY,10,40,10,0,0,375,435,485,0,0,REHAB/REPAIR
31.171671,-91.960915,2010,BONNEVILLE MORTGAGE COMPANY,RICHARDSON PLACE LIMITED PARTNERSHIP,RICHARDSON PLACE,108 SETH DAVIS DRIVE, , ,MARKSVILLE,LA,713510000,1/11/13 0:00,"$560,000",5678125,0.1,Y,N,N,5537,23851,30,FAMILY,0,0,23,7,0,0,0,458.82,545,0,NEW CONSTRUCTION
39.208027,-96.315598,2008,LANCASTER POLLARD MORTGAGE COMPANY,"HOMESTEAD SENIOR RESIDENCES WAMEGO, L.P.",HOMESTEAD SENIOR RESIDENCES,1008 KAW VALLEY PARK CIR, , ,WAMEGO,KS,665470000,11/10/11 0:00,"$888,800",5160600,0.17,Y,N,N,4246,38115,32,SENIOR,6,26,0,0,0,278,278,0,0,0,NEW CONSTRUCTION
37.411327,-94.703727,2008,BONNEVILLE MORTGAGE COMPANY,DOWNTOWN PITTSBURG HOUSING PARTNERS LP,BESSE HOTEL,121 E FOURTH, , ,PITTSBURG,KS,667620000,12/31/11 0:00,"$1,170,000",9338185,0.13,Y,N,N,19243,29409,46,FAMILY,11,32,3,0,0,314,374,429,0,0,REHAB/REPAIR
44.953228,-92.696098,2009,BONNEVILLE MORTGAGE COMPANY,HERITAGE COTTAGES OF HUDSON PHASE II LP,HERITAGE COTTAGES PHASE II,80 HERITAGE BLVD,APT 1, ,HUDSON,WI,540160000,2/25/10 0:00,"$832,000",3970992,0.21,Y,N,N,8775,54930,22,SENIOR,9,13,0,0,0,470,901,0,0,0,NEW CONSTRUCTION
32.893021,-89.975739,2008,BONNEVILLE MORTGAGE COMPANY,"CEDARWOOD VILLAGE, L.P.",CEDARWOOD VILLAGE,10 CEDARWOOD DRIVE, , ,PICKENS,MS,391460000,5/9/11 0:00,"$375,000",5326623,0.07,Y,N,Y,1325,17330,32,FAMILY,0,0,32,0,0,0,0,400,0,0,NEW CONSTRUCTION
33.300597,-81.038282,2014,BELLWETHER ENTERPRISE REAL ESTATE,SEABORN GREENE LIMITED PARTNERSHIP,SEABORN GREENE,174 RACE ST., , ,BAMBERG,SC,290030000,6/15/16 0:00,"$320,000",7019239,0.05,Y,N,N,7126,43200,40,FAMILY,0,24,16,0,0,0,420,468,0,0,NEW CONSTRUCTION
40.201662,-100.618914,2013,BONNEVILLE MORTGAGE COMPANY,"EAST WARD VILLAGE, LLC",EAST WARD VILLAGE APARTMENTS,507 EAST 5TH STREET, , ,MCCOOK,NE,690010000,1/22/14 0:00,"$705,000",4057187,0.17,Y,N,N,7698,41927,27,SENIOR,7,20,0,0,0,466,585,0,0,0,REHAB/REPAIR
41.236485,-81.041939,2004,P/R MORTGAGE & INVESTMENT CORP,CRAIG BEACH HOMES LTD. PTR.,CRAIG BEACH HOMES,9015 MAPLE GROVE RD., , ,WINDHAM,OH,442880000,2/28/06 0:00,"$645,000",3307282,0.2,Y,N,N,1254,35227,20,FAMILY,0,0,6,14,0,0,0,575,675,0,NEW CONSTRUCTION
34.988065,-85.728288,2009,BONNEVILLE MORTGAGE COMPANY,"JORDAN LANDING, LP",JORDAN LANDING,2340 HAMILTON AVENUE, , ,SOUTH PITTSBURG,TN,373800000,10/14/15 0:00,"$1,737,000",6919236,0.25,Y,N,N,3295,31419,40,FAMILY,0,0,40,0,0,0,0,546,0,0,NEW CONSTRUCTION
35.655013,-88.407437,2010,BONNEVILLE MORTGAGE COMPANY,"JEFFREY MEADOWS, LIMITED PARTNERSHIP",JEFFREY MEADOWS,391 NORTH MAIN STREET, , ,LEXINGTON,TN,383510000,8/16/13 0:00,"$750,000",5012221,0.15,Y,N,N,7393,32057,40,FAMILY,8,16,16,0,0,356,446,491,0,0,NEW CONSTRUCTION
